id,title,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year,title_year,budget,revenue,runtime,vote_average,popularity,vote_count
2130,Atlantic City,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1980,"('Atlantic City', '1980')",7200000,12729678,104.0,6.7,3.835188,58
2131,Autumn Sonata (H�stsonaten ),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1978,"('Autumn Sonata (H�stsonaten )', '1978')",,,,,,
2132,Who's Afraid of Virginia Woolf?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1966,"(""Who's Afraid of Virginia Woolf?"", '1966')",7500000,33736689,131.0,7.8,5.564294,199
2133,Adventures in Babysitting,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,"('Adventures in Babysitting', '1987')",0,34368475,102.0,6.6,7.230508,169
2134,Weird Science,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,"('Weird Science', '1985')",,,,,,
2135,Doctor Dolittle,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1967,"('Doctor Dolittle', '1967')",18000000,9000000,152.0,6.0,3.896319,42
2136,"Nutty Professor, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,"('Nutty Professor, The', '1963')",,,,,,
2137,Charlotte's Web,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,"(""Charlotte's Web"", '1973')",,,,,,
2138,Watership Down,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1978,"('Watership Down', '1978')",1000000,3713768,88.0,7.3,5.602126,159
2139,"Secret of NIMH, The",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,"('Secret of NIMH, The', '1982')",,,,,,
2140,"Dark Crystal, The",0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1982,"('Dark Crystal, The', '1982')",,,,,,
2141,"American Tail, An",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('American Tail, An', '1986')",,,,,,
2142,"American Tail: Fievel Goes West, An",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,"('American Tail: Fievel Goes West, An', '1991')",,,,,,
2143,Legend,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1985,"('Legend', '1985')",25000000,15502112,94.0,6.2,10.932786,282
2144,Sixteen Candles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,"('Sixteen Candles', '1984')",6500000,23686027,93.0,6.9,6.683723,455
2145,Pretty in Pink,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1986,"('Pretty in Pink', '1986')",0,40471663,96.0,6.6,8.568378,313
2146,St. Elmo's Fire,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1985,"(""St. Elmo's Fire"", '1985')",0,37803872,110.0,6.0,9.116245,133
2147,"Clan of the Cave Bear, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1986,"('Clan of the Cave Bear, The', '1986')",,,,,,
2148,House,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1986,"('House', '1986')",3000000,0,93.0,5.8,13.208902,144
2149,House II: The Second Story,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1987,"('House II: The Second Story', '1987')",0,7800000,88.0,5.0,13.416334,66
2150,"Gods Must Be Crazy, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,"('Gods Must Be Crazy, The', '1980')",,,,,,
2151,"Gods Must Be Crazy II, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,"('Gods Must Be Crazy II, The', '1989')",,,,,,
2152,Air Bud: Golden Receiver,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Air Bud: Golden Receiver', '1998')",0,10224116,90.0,4.6,3.576604,41
2153,"Avengers, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Avengers, The', '1998')",,,,,,
2154,How Stella Got Her Groove Back,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('How Stella Got Her Groove Back', '1998')",20000000,37672350,124.0,6.0,3.645263,24
2155,"Slums of Beverly Hills, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Slums of Beverly Hills, The', '1998')",,,,,,
2156,"Best Man, The (Il Testimone dello sposo)",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('Best Man, The (Il Testimone dello sposo)', '1997')",,,,,,
2157,"Chambermaid on the Titanic, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1998,"('Chambermaid on the Titanic, The', '1998')",,,,,,
2158,"Henry: Portrait of a Serial Killer, Part 2",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1996,"('Henry: Portrait of a Serial Killer, Part 2', '1996')",,,,,,
2159,Henry: Portrait of a Serial Killer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1990,"('Henry: Portrait of a Serial Killer', '1990')",,,,,,
2160,Rosemary's Baby,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1968,"(""Rosemary's Baby"", '1968')",,,,,,
2161,"NeverEnding Story, The",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1984,"('NeverEnding Story, The', '1984')",,,,,,
2162,"NeverEnding Story II: The Next Chapter, The",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1990,"('NeverEnding Story II: The Next Chapter, The', '1990')",,,,,,
2163,Attack of the Killer Tomatoes!,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,"('Attack of the Killer Tomatoes!', '1980')",,,,,,
2164,Surf Nazis Must Die,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1987,"('Surf Nazis Must Die', '1987')",0,0,83.0,3.5,1.788913,21
2165,Your Friends and Neighbors,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Your Friends and Neighbors', '1998')",,,,,,
2166,Return to Paradise,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('Return to Paradise', '1998')",0,0,109.0,6.5,4.831458,40
2167,Blade,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998,"('Blade', '1998')",45000000,131183530,120.0,6.5,15.043454,1950
2168,Dance with Me,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('Dance with Me', '1998')",0,15,126.0,5.6,7.894516,24
2169,Dead Man on Campus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Dead Man on Campus', '1998')",0,0,96.0,5.6,9.183343,49
2170,Wrongfully Accused,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Wrongfully Accused', '1998')",0,0,87.0,5.7,9.852635,91
2171,"Next Stop, Wonderland",0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('Next Stop, Wonderland', '1998')",,,,,,
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Strike! (a.k.a. All I Wanna Do, The Hairy Bird)', '1998')",,,,,,
2173,"Navigator: A Mediaeval Odyssey, The",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1988,"('Navigator: A Mediaeval Odyssey, The', '1988')",,,,,,
2174,Beetlejuice,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1988,"('Beetlejuice', '1988')",15000000,73326666,92.0,7.1,10.627364,1475
2175,D�j� Vu,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1997,"('D�j� Vu', '1997')",,,,,,
2176,Rope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1948,"('Rope', '1948')",,,,,,
2177,Family Plot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1976,"('Family Plot', '1976')",2000000,7900000,121.0,6.7,4.845776,86
2178,Frenzy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1972,"('Frenzy', '1972')",3500000,12600000,116.0,7.2,5.316387,162
2179,Topaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1969,"('Topaz', '1969')",4000000,6000000,143.0,6.1,5.757907,78
2180,Torn Curtain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1966,"('Torn Curtain', '1966')",3000000,13000000,128.0,6.4,6.243248,120
2181,Marnie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1964,"('Marnie', '1964')",2135161,7000000,130.0,7.2,6.409094,233
2182,"Wrong Man, The",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1956,"('Wrong Man, The', '1956')",,,,,,
2183,"Man Who Knew Too Much, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1956,"('Man Who Knew Too Much, The', '1956')",,,,,,
2184,"Trouble with Harry, The",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1955,"('Trouble with Harry, The', '1955')",,,,,,
2185,I Confess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1953,"('I Confess', '1953')",0,0,95.0,7.0,10.424982,82
2186,Strangers on a Train,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1951,"('Strangers on a Train', '1951')",1200000,7000000,101.0,7.6,15.41773,379
2187,Stage Fright,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1950,"('Stage Fright', '1950')",0,0,110.0,6.8,4.329397,61
2188,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('54', '1998')",13000000,16757163,106.0,5.5,8.736869,138
2189,I Married A Strange Person,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"('I Married A Strange Person', '1997')",,,,,,
2190,Why Do Fools Fall In Love?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Why Do Fools Fall In Love?', '1998')",,,,,,
2191,"Merry War, A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,"('Merry War, A', '1997')",,,,,,
2192,See the Sea (Regarde la mer),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('See the Sea (Regarde la mer)', '1997')",,,,,,
2193,Willow,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1988,"('Willow', '1988')",35000000,57269863,126.0,6.9,9.918312,484
2194,"Untouchables, The",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1987,"('Untouchables, The', '1987')",,,,,,
2195,Dirty Work,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Dirty Work', '1998')",0,0,82.0,6.5,7.061315,66
2196,Knock Off,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Knock Off', '1998')",,,,,,
2197,Firelight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('Firelight', '1997')",0,0,103.0,7.0,5.57396,15
2198,Modulations,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1998,"('Modulations', '1998')",0,0,75.0,8.5,0.100482,2
2199,Phoenix,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Phoenix', '1998')",0,0,107.0,5.2,1.643899,14
2200,Under Capricorn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1949,"('Under Capricorn', '1949')",0,0,108.0,6.1,2.972892,27
2201,"Paradine Case, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1947,"('Paradine Case, The', '1947')",,,,,,
2202,Lifeboat,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1944,"('Lifeboat', '1944')",1590000,0,96.0,7.3,7.773354,112
2203,Shadow of a Doubt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1943,"('Shadow of a Doubt', '1943')",,,,,,
2204,Saboteur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1942,"('Saboteur', '1942')",0,0,108.0,6.8,4.911826,91
2205,Mr. & Mrs. Smith,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1941,"('Mr. & Mrs. Smith', '1941')",0,0,95.0,5.7,2.761605,36
2206,Suspicion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1941,"('Suspicion', '1941')",1103000,4500000,99.0,7.1,5.660476,140
2207,Jamaica Inn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1939,"('Jamaica Inn', '1939')",0,0,108.0,5.6,3.876608,43
2208,"Lady Vanishes, The",0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1938,"('Lady Vanishes, The', '1938')",,,,,,
2209,Young and Innocent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1937,"('Young and Innocent', '1937')",,,,,,
2210,Sabotage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1936,"('Sabotage', '1936')",0,0,76.0,6.7,6.514753,60
2211,Secret Agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1936,"('Secret Agent', '1936')",0,0,86.0,6.7,4.119907,36
2212,"Man Who Knew Too Much, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1934,"('Man Who Knew Too Much, The', '1934')",,,,,,
2213,Waltzes from Vienna,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1933,"('Waltzes from Vienna', '1933')",,,,,,
2214,Number Seventeen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1932,"('Number Seventeen', '1932')",0,0,63.0,5.3,1.962002,19
2215,Rich and Strange,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1932,"('Rich and Strange', '1932')",,,,,,
2216,"Skin Game, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1931,"('Skin Game, The', '1931')",,,,,,
2217,Elstree Calling,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1930,"('Elstree Calling', '1930')",,,,,,
2218,Juno and Paycock,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1930,"('Juno and Paycock', '1930')",,,,,,
2219,Murder!,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1930,"('Murder!', '1930')",0,0,104.0,6.3,1.988389,19
2220,"Manxman, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1929,"('Manxman, The', '1929')",,,,,,
2221,Blackmail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1929,"('Blackmail', '1929')",0,0,84.0,6.8,3.956703,45
2222,Champagne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,"('Champagne', '1928')",0,0,93.0,5.6,0.560815,13
2223,"Farmer's Wife, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1928,"(""Farmer's Wife, The"", '1928')",,,,,,
2224,Downhill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1927,"('Downhill', '1927')",0,0,110.0,6.3,1.646779,11
2225,Easy Virtue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1927,"('Easy Virtue', '1927')",,,,,,
2226,"Ring, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1927,"('Ring, The', '1927')",,,,,,
2227,"Lodger, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1926,"('Lodger, The', '1926')",,,,,,
2228,"Mountain Eagle, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1926,"('Mountain Eagle, The', '1926')",,,,,,
2229,"Pleasure Garden, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1925,"('Pleasure Garden, The', '1925')",,,,,,
2230,Always Tell Your Wife,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1923,"('Always Tell Your Wife', '1923')",,,,,,
2231,Rounders,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Rounders', '1998')",12000000,22921898,121.0,6.9,8.783454,451
2232,Cube,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997,"('Cube', '1997')",250000,501818,90.0,6.9,12.095263,1101
2233,Digging to China,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Digging to China', '1998')",,,,,,
2234,Let's Talk About Sex,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"(""Let's Talk About Sex"", '1998')",0,0,82.0,0.0,0.028316,0
2235,One Man's Hero,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1999,"(""One Man's Hero"", '1999')",,,,,,
2236,Simon Birch,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Simon Birch', '1998')",20000000,18253415,114.0,6.5,2.651408,52
2237,Without Limits,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Without Limits', '1998')",25000000,777423,117.0,6.4,3.643468,20
2238,Seven Beauties (Pasqualino Settebellezze),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1976,"('Seven Beauties (Pasqualino Settebellezze)', '1976')",,,,,,
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1975,"(""Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto)"", '1975')",,,,,,
2240,My Bodyguard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1980,"('My Bodyguard', '1980')",,,,,,
2241,Class,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,"('Class', '1983')",0,0,98.0,5.8,3.169554,38
2242,"Grandview, U.S.A.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1984,"('Grandview, U.S.A.', '1984')",0,0,97.0,5.8,8.143655,7
2243,Broadcast News,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1987,"('Broadcast News', '1987')",20000000,51249404,133.0,6.8,8.627019,101
2244,"Allnighter, The",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1987,"('Allnighter, The', '1987')",,,,,,
2245,Working Girl,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1988,"('Working Girl', '1988')",28000000,103173635,114.0,6.5,8.318954,242
2246,Stars and Bars,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,"('Stars and Bars', '1988')",,,,,,
2247,Married to the Mob,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,"('Married to the Mob', '1988')",,,,,,
2248,Say Anything...,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1989,"('Say Anything...', '1989')",0,20036737,100.0,7.2,6.953646,244
2249,My Blue Heaven,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,"('My Blue Heaven', '1990')",0,0,97.0,6.0,5.451623,72
2250,Men Don't Leave,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,"(""Men Don't Leave"", '1990')",0,0,115.0,6.6,0.728037,10
2251,"Cabinet of Dr. Ramirez, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,"('Cabinet of Dr. Ramirez, The', '1991')",,,,,,
2252,Hero,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,"('Hero', '1992')",42000000,0,117.0,6.3,5.584089,100
2253,Toys,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1992,"('Toys', '1992')",0,23278931,118.0,5.0,5.923774,173
2254,Choices,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1981,"('Choices', '1981')",0,0,90.0,0.0,0.304363,0
2255,Young Doctors in Love,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1982,"('Young Doctors in Love', '1982')",,,,,,
2256,Parasite,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1982,"('Parasite', '1982')",800000,7000000,85.0,5.1,0.577976,8
2257,No Small Affair,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,"('No Small Affair', '1984')",0,0,102.0,5.4,8.895355,13
2258,Master Ninja I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,"('Master Ninja I', '1984')",,,,,,
2259,Blame It on Rio,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1984,"('Blame It on Rio', '1984')",0,18600000,100.0,5.9,7.643886,49
2260,Wisdom,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('Wisdom', '1986')",0,0,109.0,5.9,1.710851,15
2261,One Crazy Summer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,"('One Crazy Summer', '1986')",0,0,89.0,6.4,4.66789,54
2262,About Last Night...,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1986,"('About Last Night...', '1986')",0,38702310,113.0,5.6,2.769589,51
2263,"Seventh Sign, The",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988,"('Seventh Sign, The', '1988')",,,,,,
2264,We're No Angels,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1989,"(""We're No Angels"", '1989')",20000000,0,106.0,5.6,14.348459,106
2265,Nothing But Trouble,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,"('Nothing But Trouble', '1991')",,,,,,
2266,"Butcher's Wife, The",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1991,"(""Butcher's Wife, The"", '1991')",,,,,,
2267,Mortal Thoughts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1991,"('Mortal Thoughts', '1991')",8000000,0,104.0,5.3,5.133778,43
2268,"Few Good Men, A",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1992,"('Few Good Men, A', '1992')",,,,,,
2269,Indecent Proposal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993,"('Indecent Proposal', '1993')",38000000,266614059,117.0,5.8,7.118123,300
2270,"Century of Cinema, A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,"('Century of Cinema, A', '1994')",,,,,,
2271,Permanent Midnight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Permanent Midnight', '1998')",0,0,88.0,6.0,3.357962,32
2272,One True Thing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('One True Thing', '1998')",0,0,127.0,6.2,2.586355,27
2273,Rush Hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,"('Rush Hour', '1998')",33000000,244386864,98.0,6.8,11.840557,1254
2274,Lilian's Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1995,"(""Lilian's Story"", '1995')",,,,,,
2275,Six-String Samurai,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998,"('Six-String Samurai', '1998')",2000000,124494,91.0,5.8,2.740989,36
2276,"Soldier's Daughter Never Cries, A",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"(""Soldier's Daughter Never Cries, A"", '1998')",,,,,,
2277,Somewhere in the City,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1997,"('Somewhere in the City', '1997')",,,,,,
2278,Ronin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1998,"('Ronin', '1998')",55000000,41610884,122.0,6.8,9.672094,670
2279,Urban Legend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1998,"('Urban Legend', '1998')",14000000,72527595,99.0,5.6,6.081401,293
2280,Clay Pigeons,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Clay Pigeons', '1998')",0,0,104.0,6.3,6.108589,39
2281,Monument Ave.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Monument Ave.', '1998')",0,0,93.0,6.3,2.258288,8
2282,Pecker,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Pecker', '1998')",0,0,87.0,6.0,2.348919,52
2283,"Sheltering Sky, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,"('Sheltering Sky, The', '1990')",,,,,,
2284,Bandit Queen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994,"('Bandit Queen', '1994')",,,,,,
2285,If....,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1968,"('If....', '1968')",0,500000,111.0,7.2,12.083475,80
2286,"Fiendish Plot of Dr. Fu Manchu, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,"('Fiendish Plot of Dr. Fu Manchu, The', '1980')",,,,,,
2287,Them!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1954,"('Them!', '1954')",23000000,0,94.0,6.8,9.222871,111
2288,"Thing, The",0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1982,"('Thing, The', '1982')",,,,,,
2289,"Player, The",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1992,"('Player, The', '1992')",,,,,,
2290,Stardust Memories,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1980,"('Stardust Memories', '1980')",10000000,10389003,89.0,6.9,5.720538,96
2291,Edward Scissorhands,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1990,"('Edward Scissorhands', '1990')",20000000,53000000,105.0,7.5,17.612244,3731
2292,Overnight Delivery,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996,"('Overnight Delivery', '1996')",,,,,,
2293,Shadrach,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1998,"('Shadrach', '1998')",0,0,89.0,6.6,0.532294,4
2294,Antz,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Antz', '1998')",60000000,171757863,83.0,6.0,16.025625,1320
2295,"Impostors, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Impostors, The', '1998')",,,,,,
2296,"Night at the Roxbury, A",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,"('Night at the Roxbury, A', '1998')",,,,,,
2297,What Dreams May Come,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1998,"('What Dreams May Come', '1998')",85000000,71485043,113.0,6.8,11.218378,596
2298,Strangeland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,"('Strangeland', '1998')",1100000,631221,86.0,4.7,2.31478,36
2299,"Battle of the Sexes, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1959,"('Battle of the Sexes, The', '1959')",,,,,,
2300,"Producers, The",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1968,"('Producers, The', '1968')",,,,,,
2301,History of the World: Part I,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1981,"('History of the World: Part I', '1981')",11000000,31672907,92.0,6.5,9.270492,205
2302,My Cousin Vinny,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,"('My Cousin Vinny', '1992')",11000000,64088552,120.0,7.3,7.922216,393
2303,Nashville,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1975,"('Nashville', '1975')",2200000,0,159.0,7.2,9.042678,79
